user_name,status,datetime
Senator Chris Van Hollen,Will be closely scrutinizing the Navy’s report because the decision to not reinstate Captain Crozier sends the wrong signal. Those speaking the truth and attempting to protect the health of their crew shouldn’t face retaliation. https://t.co/MmoKECJ8NX,2020-06-19 15:51:19.505816
Jeanne Shaheen,"Last week I called on my colleagues to take action on the twin crises facing America today: the economic fallout of COVID-19, and the racial disparities across our society. My view:
https://t.co/vkk6PRioAZ",2020-06-19 15:55:09.296393
Martin Heinrich,New Mexico would be happy to host @NASA astronauts at @Spaceport_NM!,2020-06-19 15:59:17.825579
Richard Blumenthal,"This decision is surprising &amp; raises serious reservations. Without solid new evidence, the Navy has rescinded their initial recommendation to reinstate CAPT Crozier. https://t.co/8x1wTKHm6k",2020-06-19 16:01:07.854580
Sen. Maggie Hassan,I'm glad to see @NHHEAF provide this critical support to students who have been financially impacted by this unprecedented crisis.,2020-06-19 16:02:47.206355
Ed Markey,President Trump has brought us closer to the brink of nuclear war than at any time since the end of the Cold War. We must put an end to his recklessness before it is too late. That’s why @McGovernMA and I introduced the HALT Act to call for a 21st century nuclear freeze.,2020-06-19 16:04:31.785387
Tina Smith,"The Montana family, owners of @DuNordCS, are taking over Team Tina’s Twitter today. @DuNordCS is one of MN’s first craft distilleries and the first Black-owned distillery in the US. They have 7 products distributed throughout MN and a cocktail room in South Minneapolis. https://t.co/auIHoCzPAc",2020-06-19 16:05:07.701649
Senator Mazie Hirono,"This moment of reckoning will not be smooth or fast, but there is a growing undercurrent and a thirst for change in our country. Making #Juneteenth a national holiday is a part of the reckoning, but more must be done in our joint fight against white supremacy and systemic racism.",2020-06-19 16:21:09.371466
Ron Wyden,"The government should be a prosecutor of shady data brokers, not a customer. The IRS wasted taxpayer money and failed to catch tax cheats, all while abusing Americans’ privacy. The government needs to stop taking shortcuts over Americans’ 4th amendment rights.",2020-06-19 16:46:39.550661
Senator Bob Menendez,"I’ve been called relentless—it’s true. But the Portal Bridge project is taking a big step forward today.

And believe me, I plan to keep my foot on the gas until the entire Gateway Project is over the finish line. https://t.co/Ls81c4FkoL",2020-06-19 16:50:49.102230
Senator Chris Van Hollen,"Introduced two bills with @SenatorCarper to strip Trump of his power to federalize DC's Police and National Guard—which he used to violate the rights of residents. As we fight to make D.C. the 51st state, we must prevent the president from seizing, using, and abusing this power. https://t.co/2ozlGEmVWL",2020-06-19 17:10:06.640444
Kamala Harris,"Inequity runs deep in our country. It seeps throughout our education system, affects access to good-paying jobs with a living wage, affordable housing, and so many more issues. 

We must fully reckon with our country’s historic and systemic racism to enact change.",2020-06-19 17:22:06.112399
Michael Bennet,"Right now, Cory Gardner, the National Republican Senatorial Committee, and Andrew Romanoff are all running attack ads against @Hickenlooper. It's clear who Republicans fear in November—and rightly so. https://t.co/5aRCQMDH7o",2020-06-19 17:25:46.214762
Richard Blumenthal,"For 32 years Lilly’s Soul Food &amp; Catering (https://t.co/bKsshQt3bp)  has been serving up southern-style soul food for the Windsor community &amp; surrounding area. Today, I talked with Kimberly &amp; Andre about the ways the COVID-19 shutdown &amp; re-opening have affected their business. https://t.co/as4AuEzdSI",2020-06-19 17:26:03.580352
Amy Klobuchar,"Across the country, child care providers were forced to close their doors due to the pandemic. This week, Sen. @SenCapito &amp; I introduced a bill to allow parents to use unspent funds in child care assistance plans next year &amp; will not be penalized during this crisis.",2020-06-19 17:29:07.003088
Chris Murphy,"Connecticut started out as a COVID hot spot. 

So we closed everything and kept it closed. 

We created a culture of mask wearing everywhere. 

We ramped up testing. 

And now, we have the lowest COVID transmission rate in the nation, and we are opening back up the right way.",2020-06-19 17:36:19.823146
Tom Udall,"As Interior Secretary 59 years ago, my father was on the right side of history when he forced George Preston Marshall to integrate the Washington football team.
 
It’s past time for the team to get on the right side of history and change their racist name.",2020-06-19 17:40:31.757635
Senator Joe Manchin,West Virginia has one of the lowest #2020Census self-response rates in the country. It's not too late to respond to the Census. Please visit https://t.co/oK3NPHcWmV and #BeCounted. Your response helps make sure our state &amp; your community receives representation &amp; federal funding.,2020-06-19 18:03:05.476351
Senator Dick Durbin,"Mr. President, 43 Senators strongly urge you to change course and use your executive authority to protect, not deport, the young immigrants who are eligible for #DACA. We, and hundreds of thousands of #Dreamers, await your response. #HomeIsHere https://t.co/PHzuv2DVZ3",2020-06-19 18:04:34.030890
Ed Markey,"155 years ago today, enslaved Black Americans in Texas were finally declared free. Juneteenth is as much a celebration of their freedom as it is a righteous call for bold and urgent action in the struggle for racial justice. https://t.co/MfQxXfjYin https://t.co/1njh3ha55Y",2020-06-19 18:04:58.286186
Tina Smith,"Based in North Minneapolis, @afcmn is dedicated to providing its community with fresh and sustainable food. They’ve grown almost 10,000 pounds of produce and employ 46 young Minnesotans. https://t.co/A6G0tNr3Oh",2020-06-19 18:10:32.709761
Richard Blumenthal,"Trump &amp; his admin have dismantled our country’s asylum system. Chipping away at policies to help protect people from persecution &amp; barring our doors to those escaping violence. @RepBarragan &amp; I are leading 79 colleagues in condemning these barbaric, harmful policies. https://t.co/kI9iKx3y0R",2020-06-19 18:24:07.157057
Brian Schatz,Vote against the racists.,2020-06-19 18:29:07.102525
Brian Schatz,Vote against the nazis.,2020-06-19 18:29:45.593295
Kamala Harris,"On a day when we celebrate Black liberation, let us be reminded of what Fannie Lou Hamer said: “Nobody's free until everybody's free.” We still have work to do. #JuneteenthDay",2020-06-19 18:37:06.020963
Ed Markey,"Two years ago, Joe Kennedy voted to give Trump newer and easier-to-use nuclear weapons.

Those are now deployed on submarines around the world, escalating tensions with other nuclear powers.

We can't risk more of Joe Kennedy's ""honest mistakes"" that put the world in danger. https://t.co/hyjPPvH0Dx",2020-06-19 18:55:21.663650
Amy Klobuchar,"Minnesota Attorney General @keithellison is pursuing justice for George Floyd and his family. And I know Keith will bring his vast experience and an unending commitment to the case.
https://t.co/pG0LxWChsB",2020-06-19 18:58:33.137647
Tina Smith,We cannot rest until we have justice for Breonna and the officers responsible are arrested.,2020-06-19 19:02:35.130780
Cory Booker,"True patriotism means reckoning with our past and examining how to end the injustices that slavery caused. The history of this day should be taught in all of our schools and observed in all of our communities.  

It's time to start recognizing #Juneteenth as a national holiday.",2020-06-19 19:11:08.509417
Chris Murphy,Went to the #Juneteenth rally and march for justice in Hartford today. Powerful. Moving. Inspiring. https://t.co/ZH6pDwq1m6,2020-06-19 19:11:23.677192
Richard Blumenthal,"#Juneteenth is a celebration &amp; also an opportunity for somber reflection. We stand today, inheriting both the evils within America &amp; also the rich tradition of activism in pursuit of freedom. There is still much work to do. https://t.co/taow6e8cRp",2020-06-19 19:25:56.816159
Amy Klobuchar,"So now the President is basically saying if people vote, he won't win. Let’s make that reason number one to vote.
https://t.co/NGdvtg6VKZ",2020-06-19 20:20:33.773507
Kamala Harris,Juneteenth should be a national holiday. My colleagues and I are introducing a bill to make it one.,2020-06-19 20:30:08.153443
Senator Chris Coons,I’m using my account to promote Delaware voices. We’re calling it #DelawareSpeaksUp. I appreciate that Cynthia from Middletown was willing to share these experiences from her own life. https://t.co/mxaR1WdJRA,2020-06-19 20:49:14.908441
Senator Dick Durbin,"Ayer la decisión de la Corte Suprema fue histórica, pero es solo el primer paso.  Necesitamos asegurar la protección de los beneficiarios de #DACA y aprobar El Acta del Sueño y la Promesa #HomeIsHere",2020-06-19 20:49:33.391549
Ed Markey,"I am grateful to have spent Juneteenth with activists, organizers, and city officials in Brockton celebrating Black lives, honoring the millions of Black people who were enslaved in our country, and renewing our commitment to the fight for racial justice. https://t.co/kKSi5xJ3V5",2020-06-19 20:54:42.404042
Chris Murphy,"In March, when cases were through the roof in places like CT and NY, we were guessing about what to do. Now, thanks to places like CT and NY, we know.

AZ may not want to do it, but the good news is that they know what to do. Knowledge is sometimes harder to find than will.",2020-06-19 20:57:49.365859
Chris Murphy,It’s like we have two parallel federal governments. Each one just pretends the other doesn’t exist.,2020-06-19 21:12:56.248301
Chris Murphy,The Air National Guard stopped their surveillance flyovers after I raised questions. Now we know that the overhead recon program was much wider.  https://t.co/4gNlPTV5JQ,2020-06-19 21:25:22.035540
Brian Schatz,I feel like this is a zoom call and his WiFi is bad and I’m getting every other word.,2020-06-19 21:59:11.314358
Brian Schatz,Lotta crimes,2020-06-19 22:04:14.829619
Chuck Schumer,"This late Friday night dismissal reeks of potential corruption of the legal process.

What is angering President Trump? A previous action by this U.S. Attorney or one that is ongoing?

https://t.co/JHo6Gk6CX4",2020-06-19 22:08:28.579347
Brian Schatz,"Bill Barr must testify immediately. I am the most “focus on healthcare”  Democrat you can find, but we simply cannot avoid or ignore this descent into autocracy. We don’t have to put this stuff in our TV ads but we damn well better do oversight and figure out what just happened.",2020-06-19 22:12:26.022426
Chris Murphy,"This is bonkers. If it happened in another country, serious national security Republican Senators would send off a sternly worded letter.",2020-06-19 22:27:25.844435
Amy Klobuchar,"Again on a Friday night. 

We noticed.

And so did he and he’s not resigning.  https://t.co/REwiFe3N8B",2020-06-19 22:41:48.777671
Brian Schatz,One lesson from this is to not assume that someone is some sort of rule of law institutionalist just because they went to the same fancy schools as some corporate attorney that everybody thinks is a good writer or whatever.,2020-06-19 23:15:55.974096
Brian Schatz,For the media. We need you to step up and describe what is happening to our country. Use the words. “Authoritarian.” “Unlawful.” “Autocratic” “Illegal.” It’s not “dramatic” or “trumpian.” Or “risky.” This isn’t a show.,2020-06-19 23:26:26.352286
Tammy Duckworth,"Corruption, cover ups and incompetence are hallmarks of the Trump administration.",2020-06-20 00:05:34.455550
Senator Joe Manchin,"Happy Birthday, West Virginia! On this day in 1863, West Virginia became the 35th State in the Union. I'm proud to be a West Virginian, and today we celebrate our beautiful state and #WV's independent spirit that's enshrined in our motto: ""Mountaineers Are Always Free."" https://t.co/MuBX80qXQf",2020-06-20 07:00:06.285434
Senator Dick Durbin,Proud to introduce the Servicemember Student Loan Affordability Act with @SenDuckworth. Our bill will remove bureaucratic roadblocks that make it harder for servicemembers to pay back their student loans. Read more about our bill here: https://t.co/RyKUrfSamz,2020-06-20 07:47:33.094014
Ed Markey,"I want you to join our grassroots fundraising party today with @DARollins, @NikaElugardo, @RepTricia, and @wheatus. Sign up at https://t.co/wufjqmhIYc and chip in whatever you can to help power the movement for a Green New Deal. https://t.co/NBOdlUuoF4",2020-06-20 07:54:05.478873
Elizabeth Warren,"This is a naked abuse of power. I’ve already called for AG William Barr to resign &amp; for Congress to impeach him. Congress should pass my bill now to defund Barr’s authority to interfere with matters related to Trump, his family, &amp; his campaign.
https://t.co/qyScqhFkiw",2020-06-20 08:22:29.644494
Sen. Debbie Stabenow,"Today, activists across the U.S. will join the #PoorPeoplesCampaign to call for an end to systemic racism, poverty, and other injustices in our country. Thank you @UniteThePoor &amp; @RevDrBarber for always fighting for poor and low-wealth people especially during this crisis.",2020-06-20 08:45:25.366896
Sen. Maggie Hassan,"Dr. #MLK called for a revolution of values — and today, the #PoorPeoplesCampaign continues to do the same. Their message is important: we CAN, and we MUST do better. Watch now▶",2020-06-20 09:06:01.072007
Senator Joe Manchin,"Today is a very special day for me because I get to celebrate two birthdays: my wonderful state of #WV, and the love of my life, Gayle. Happy birthday, and here's to many more! https://t.co/0QQl1QTIA7",2020-06-20 09:30:05.344015
Sen. Patrick Leahy,"This is the most politicized, most dishonest, and least accountable Justice Department in modern times. With AG Barr blindly and aggressively serving the personal and political interests of Trump, DOJ is shedding credibility with both the courts and American people.",2020-06-20 09:30:50.354172
Sen. Patrick Leahy,"Barr must testify. While I was chairman of @SenJudiciary we had an annual AG oversight hearing. Barr last testified May 1, 2019. That’s multiple scandals ago. Either we live in a democracy with a government accountable to the people, or we don’t.",2020-06-20 09:32:01.991075
Senator Chris Coons,"Nearly 80 million people globally have been displaced from their homes. The United States has a proud history of welcoming refugees, and on this day, 40 years after the establishment of our refugee resettlement program, I’m calling for a show of solidarity for refugees globally. https://t.co/VOJG2AkUF1",2020-06-20 09:43:13.922534
Kamala Harris,Make no mistake—Bill Barr will go down in history as having aided and abetted the most corrupt president this country has ever seen.,2020-06-20 09:44:55.095496
Ed Markey,"Once again, Donald Trump is behaving like a dictator and attempting to silence truth seekers in our government. 

This is what guilty despots do.

US Attorney Berman is right to stand up to this lawless administration and continue the pursuit of justice.",2020-06-20 09:45:13.043763
Doug Jones,"Folks, as a former US Atty myself, I know you just don’t fire a USA just to make room for someone else.  Could Berman be on to something?  

Trump administration in standoff with Manhattan U.S. attorney who investigated the president’s associates https://t.co/LtOgj3urck",2020-06-20 09:47:29.727039
Sen. Patrick Leahy,I led the Senate investigation into the last time an Attorney General worked with the White House to fire U.S. Attorneys for political reasons. It did not end well for the Attorney General.,2020-06-20 09:52:54.316912
Chuck Schumer,"Jay Clayton can allow himself to be used in the brazen Trump-Barr scheme to interfere in investigations by the U.S. Attorney for SDNY, or he can stand up to this corruption, withdraw his name from consideration, and save his own reputation from overnight ruin. https://t.co/6h5D9jOaj7",2020-06-20 09:56:40.464598
Martin Heinrich,"New corona cases in New Mexico = 94

New corona cases in Florida = 3823

It’s time for POTUS and Republican governors to stop ignoring COVID-19, or the damage to lives AND the economy will be devastating.

Willful ignorance is not a strategy.",2020-06-20 09:58:33.011173
Senator Patty Murray,Refugees are an integral part of our communities &amp; bring immense value and diversity to our country. We must fight to undo the Trump Admin’s cruel immigration policies &amp; work to once again make our nation a beacon of hope for refugees around the world. #WRD2020,2020-06-20 10:28:05.382983
Richard Blumenthal,AG Barr is unsubtly seeking to shutter or at least slow investigations inimical to Trump. That’s clearly a conclusion supported by his past practices.  https://t.co/RosebJFgcb,2020-06-20 10:32:23.534679
Senator Jack Reed,"We mark #WorldRefugeeDay today amidst turmoil &amp; a pandemic. But we stand in solidarity w/ refugees worldwide who sought a better life for their families &amp; remember that our country, communities &amp; culture have all been enriched by refugees. https://t.co/ymMXqFvvts",2020-06-20 10:40:30.520977
Senator Mazie Hirono,"In investigating Giuliani, Geoff Berman was doing his job – it's precisely why Bill Barr is trying to fire him. Only draws more attention to Barr and @realDonaldTrump's corruption. Yet another assault on the rule of law and the independence of @TheJusticeDept.",2020-06-20 10:48:49.775988
Chuck Schumer,"America must continue to be a beacon of hope for refugees around the world

It is who we are

It is part of our American ideals

This #WorldRefugeeDay, we are committed to fighting to undo the Trump administration's cruel refugee and immigration policies

We stand with refugees",2020-06-20 11:14:48.875986
Elizabeth Warren,"The American people don’t want slush funds for giant corporations. But that’s what @USTreasury has done. Congress must pass my CORE Act to hold this administration accountable, and help families, small businesses, and state and local governments still struggling in this crisis.",2020-06-20 11:43:22.539255
Chuck Schumer,The Department of Justice Inspector General and the Office of Professional Responsibility must immediately launch an investigation into the reasons behind the decision by President Trump and Attorney General Barr to attempt to dismiss Geoffrey Berman. https://t.co/GSJ4rk9DPO,2020-06-20 11:51:26.204752
Senator Chris Van Hollen,"Barr has repeatedly dishonored his office and undermined the rule of law by acting as Trump's personal consigliere, instead of the chief law enforcement officer. He mocks the requirements of a functioning democracy. Congress must subpoena him to testify under penalty of perjury.",2020-06-20 11:52:24.615719
Senator Jack Reed,"It would be an absolute disgrace if President Trump is jeopardizing the integrity of our legal system in order to avoid legal jeopardy.
https://t.co/TRTbuh5xQP",2020-06-20 12:07:59.053809
Ron Wyden,"William Barr has repeatedly interfered with the prosecutions of Donald Trump’s associates, is purging the Justice Department of qualified prosecutors and has lied about government actions and the content of documents to protect Trump. In any just world Barr would be impeached.",2020-06-20 12:16:01.001953
Kamala Harris,Breonna Taylor would still be alive today if there had been a ban on no-knock warrants in drug cases. Our Justice in Policing Act would do just that. https://t.co/E7RSXpOieH,2020-06-20 12:17:11.541667
Tammy Duckworth,"America can never allow our enemies to scare us into retreating behind walls &amp; abandoning our values. This #WorldRefugeeDay, let’s lead with strength, not fear, to embrace those seeking refuge on safer shores.",2020-06-20 12:32:28.637302
Chuck Schumer,"The #PoorPeoplesCampaign is putting a face to the 140 million Americans living in poverty.

We will not stop fighting for them.

We will not stop fighting to end poverty and systemic racism and injustice in America.

Thank you to @UniteThePoor and @RevDrBarber:",2020-06-20 12:47:51.853162
Mark Warner,"I have said this from day one: Bill Barr was hired to personally protect the President.

His actions last night make clear he is unfit to lead the Justice Department. 

He should resign.",2020-06-20 12:49:20.306689
Senator Bob Casey,"Today I’m thinking of the remarkable courage displayed by the millions of refugees who flee persecution, violence and war. On #WorldRefugeeDay and every day, we must protect America’s role as a beacon of freedom and welcome the world’s most vulnerable. #RefugeesWelcome",2020-06-20 12:58:27.877231
Senator Jon Tester,"This abuse of power endangers our democracy and undermines our rule of law. The DOJ Inspector General must immediately launch an investigation into this troubling situation and hold bad actors in our government accountable.

https://t.co/IliIl0GBn1",2020-06-20 13:00:53.892309
Senator Patty Murray,"Maliyah Chom of Lincoln High School in Tacoma congratulates the Class of 2020 on all the hard work they've done to get to graduation day, and reminds them of all the continued work ahead to achieve in life. https://t.co/6Y1FV9T0SR",2020-06-20 13:05:05.488858
Amy Klobuchar,"The outcome of this election won’t be determined by those who dangerously crowd into an arena in the middle of a pandemic to watch a demogogue rant.

The outcome will be determined by the millions of Americans who cast their ballots to vote him out in November.",2020-06-20 13:05:20.643891
Gary Peters,"You can go to 8 new drive-through COVID testing sites for no-cost testing this weekend. This access is critical to making sure we open up safely.
https://t.co/KzF8CP3YhV",2020-06-20 13:17:15.249286
Brian Schatz,"There’s a secret, emergency meeting among Republican Senators. They are planning to intervene directly with the President and block funding for I’M KIDDING VOTE THEM OUT.",2020-06-20 13:18:06.473505
Elizabeth Warren,I'm glad to cosponsor @SenMarkey's bill to protect immigrants during this pandemic.,2020-06-20 13:45:43.351887
Senator Chris Coons,"Attorney General Bill Barr’s job is *not* to be the President’s fixer, but he has repeatedly interfered with cases to help the President. 

This is unacceptable, and it’s dangerous for our democracy. Barr must testify before Congress. 
https://t.co/dDkHWIuauA",2020-06-20 13:51:27.007990
Chris Murphy,"Though Middletown's Pride Parade was canceled by COVID-19, the community still came together for a town clean up. Great to be with them to lend a hand today. https://t.co/i1IaTZihvn",2020-06-20 14:05:15.489691
Ed Markey,"I shine a light for my mother, who lived with Alzheimer's for 13 years. It is my mission to provide caregivers the support they need and to help find a cure for this disease by 2025. #TheLongestDay 💜 https://t.co/2dHtvpPnuy",2020-06-20 14:05:34.230878
Kamala Harris,"Michael, thank you so much for sharing your story. Because of smartphones, people can no longer turn a blind eye to the injustices our communities have faced for generations. But even if there isn't video, we cannot let those lives taken be forgotten. 
https://t.co/CxoZzDVzUp",2020-06-20 14:07:06.606530
Richard Blumenthal,This despicable misstatement should be removed immediately from this official US Citizenship &amp; Immigration Services site. A top federal immigration official distorting &amp; defying the law of the land—inexcusable. https://t.co/TBdIMpvqam,2020-06-20 14:18:36.823835
Senator Dick Durbin,"For refugees, since WW2 America has promised opportunity and a safe haven from war, unspeakable violence, and persecution that forced them to flee. On this #WorldRefugeeDay, we reaffirm our commitment to stand #WithRefugees &amp; compassionately welcome those seeking asylum.",2020-06-20 14:41:55.782828
Sheldon Whitehouse,"I guess Barr thinks back to the US Attorney scandal of the Bush/Rove era as the good ol’ days. But remember that cost the Attorney General his job.   
https://t.co/IMnziYXeYJ",2020-06-20 14:52:58.800713
Tina Smith,"Thanks to @RevDrBarber for leading the conversation on this. If you missed the @UniteThePoor digital march this morning, tune in tonight or tomorrow. https://t.co/B9S2aWyqGw",2020-06-20 14:53:19.599123
Kyrsten Sinema,"Arizonans: if you’re uninsured, @CVSHealth and @SVdP are offering COVID-19 testing at the Virginia G. Piper Medical &amp; Dental Clinic, 420 W. Watkins Rd. To schedule a free appointment, call 602-850-6940.
https://t.co/sDaQkfnRJd",2020-06-20 15:00:22.571413
Sen. Maggie Hassan,"Guor Marial is a 2005 Concord High grad, Olympic marathoner, and refugee from South Sudan. This #WorldRefugeeDay, Guor's story reminds us of the possibilities that opportunity, freedom, and democracy afford us. https://t.co/1iEwIZT1KB",2020-06-20 15:05:32.181281
Elizabeth Warren,COVID-19 is disproportionately killing Black &amp; Latinx Massachusetts residents. @RepPressley &amp; I are fighting hard for this data nationwide to get more testing &amp; treatment to communities of color &amp; address the systemic racism that worsens these disparities. https://t.co/IHFW1b7i7X,2020-06-20 15:11:51.527736
Senator Dianne Feinstein,"The United States has a legacy of being a safe haven for people escaping persecution and violence. This #WorldRefugeeDay, we need to recommit to America’s global role as a beacon of hope.",2020-06-20 15:14:03.558479
Sen. Maggie Hassan,"Guor Marial is a 2005 Concord High grad, Olympic marathoner, and refugee from South Sudan. This #WorldRefugeeDay, Guor's story reminds us of the possibilities that opportunity, freedom, and democracy afford us. https://t.co/rZKtMqS8aB",2020-06-20 15:14:05.267686
Jeanne Shaheen,"Hey #TeamShaheen - we need your help!

Now that President Trump is all-in for my opponent, we can’t take anything for granted in November. They will do everything they can and spend any amount of money to defeat us.

There are three easy ways for you to help us fight back:",2020-06-20 15:22:11.051880
Kamala Harris,"Trump’s visit to Tulsa opens up the raw wounds of so many descendants of the survivors of the Tulsa massacre.
https://t.co/f8MddhjZ5l",2020-06-20 15:32:06.099264
Sen. Patrick Leahy,"‘And it’s not even close,’ as POTUS loves to say: This is the most politicized, dishonest &amp; least accountable Justice Dept. in modern times, &amp; that’s a danger to our republic. With Barr serving the personal &amp; political interests of Trump, DOJ is rapidly shedding its credibility.",2020-06-20 15:47:17.881283
Tammy Duckworth,"These are the actions of a President who would rather *look* guilty and corrupt than be *found guilty* of corruption. Whatever criminal investigations SDNY is conducting, they must be bad for Trump and his cronies.",2020-06-20 15:56:47.109250
Jeff Merkley,"So many systems in America have been rigged against the voice &amp; will of the People. But the People are tired and the People are angry, and I am telling you that we can do this: we can flip the Senate in November. Don’t give up.
https://t.co/1Ar2coioRr",2020-06-20 16:04:14.419496
Senator Patty Murray,"President Trump’s early missteps when dealing with this pandemic have put us behind, and his continued lack of urgency and leadership mean we still aren’t on track with adequate testing and resources. This is no time to lose focus.
https://t.co/Qnz5AagYIi",2020-06-20 16:05:05.461185
Tina Smith,"I’m grateful for my time at the Greater Friendship Missionary Baptist Church’s #Juneteenth block party yesterday. My conversations with the community helped reinforce that even as we celebrate Freedom Day, there’s still much we’ve got to do in the fight for racial equality. https://t.co/OQ6lDNN2Mr",2020-06-20 16:19:05.517216
Kamala Harris,"The status quo’s not working. We need a system that requires accountability for police officers that break the rules and break the law. 
https://t.co/TeXaRg0euO",2020-06-20 16:56:06.071390
Elizabeth Warren,Mortgage lenders know that rising sea levels &amp; more intense storms threaten their business model. These #ClimateCrisis risks could make it tougher for families to buy homes. That's why I've got a bill to make public companies disclose these sort of risks. https://t.co/v4090yc4cQ,2020-06-20 17:09:34.402068
Sen. Patrick Leahy,"Why is it that President Trump only seems to fire those who are investigating him or his friends?
 
And why is it that every time AG Barr intervenes, it happens to benefit Trump’s personal interests?",2020-06-20 17:09:39.443343
Sen. Patrick Leahy,"No substantive reason has been given for Berman’s dismissal. They indeed wanted him to stay in a high-level position within DOJ, just not be in control of critical SDNY investigations.
 
AG Barr has created a culture of impunity that must be investigated. NOW.",2020-06-20 17:10:24.499039
Sen. Patrick Leahy,Where corruption meets incompetence:,2020-06-20 17:11:52.563170
Chuck Schumer,"Bill Barr seems panicked and unusually sloppy in his actions.

Something very deeply wrong must be going on, and we must get to the bottom of it.",2020-06-20 17:16:56.157683
Tina Smith,"Black women have the highest maternal mortality rate of any race. As 1 of only 5 Black-owned birth centers in the country, Roots Community Birth Center in Minneapolis is trying to change that. https://t.co/5lPhod6VyD",2020-06-20 17:18:22.197807
Chuck Schumer,"Donald Trump is a liar.

Bill Barr is a liar.

There’s not a single word either man says that we can trust.

We must get to the bottom of this.",2020-06-20 17:22:36.562257
Brian Schatz,These people are going to both sides the planet and the republic into the grave. Moral clarity is what this moment requires.,2020-06-20 17:23:56.356734
Senator Dick Durbin,It was great to be at Springfield’s first Black Restaurant Weekend in celebration of #Juneteenth https://t.co/6FGOtp6jYr,2020-06-20 17:34:52.413439
Brian Schatz,(Insert social distancing joke here),2020-06-20 17:49:58.753267
Jeanne Shaheen,.@RevDrBarber and the #PoorPeoplesCampaign have organized a virtual march that you can join NOW at https://t.co/FREyazEeRC.,2020-06-20 17:58:24.216874
Tom Carper,"Donald Trump is only looking out for Donald Trump. 

It’s time to put someone back in the White House who will put the American people first. #TeamJoe",2020-06-20 18:02:49.126414
Senator Joe Manchin,"WATCH: Wearing a mask in public makes a difference. In this video from @NIST, you can see how proper mask use impacts the spread of air when breathing and coughing. Wearing a mask - or any face covering - protects you and others, and can help save lives. #MaskUpWV https://t.co/tfAQCY26Ss",2020-06-20 18:10:05.524313
Brian Schatz,hundreds,2020-06-20 18:15:39.890496
Richard Blumenthal,Proud to join @SenMarkey on legislation that would help safeguard immigrants during this pandemic.,2020-06-20 18:22:30.687974
Kamala Harris,"Trump perpetuated the birther movement.
Said there were equal people on both sides.
Pushes racist and xenophobic rhetoric to stoke fear.

As Maya Angelou once said, ""When someone shows you who they are, believe them the first time.""",2020-06-20 18:30:06.925837
Tom Udall,"This looks like a gross abuse of power in progress from Donald Trump and William Barr—as this administration’s purge of officials continues. Is @POTUS interfering in investigations for corrupt reasons, as Trump’s former top advisor alleged?

Berman should testify before Congress.",2020-06-20 18:48:39.514979
Brian Schatz,Hey was the rally tonight or,2020-06-20 18:50:09.773702
Tina Smith,"It was an honor to speak w/ faith leaders at Greater Friendship Missionary Baptist Church. COVID has dangerously exacerbated existing racial disparities &amp; we’ve got to restore opportunities to our Black &amp; Brown communities. Thanks for your insight &amp; kindness, Rev Billy Russell. https://t.co/VK0tOHT4s5",2020-06-20 18:50:13.674941
Senator Bob Casey,"What are the President and Attorney General Barr trying to hide? This is the same kind of corruption that led to the impeachment proceeding. President Trump didn’t learn his lesson, and Barr must testify immediately. This isn't a political stunt, this is an assault on democracy.",2020-06-20 19:13:11.932158
Brian Schatz,This song is great.,2020-06-20 19:13:21.043370
Richard Blumenthal,Congress has the power to provide a pathway to citizenship for Dreamers. My colleagues &amp; I will not stand idly by as the President works to deport DACA recipients or undermine any attempt to help these young people.,2020-06-20 19:18:12.377966
Ed Markey,"When I was a sophomore at Malden Catholic, there was a science fair. I asked my dad for an idea, so he took me up to the laboratory on the roof of the Hood Milk Company. https://t.co/HNlK1rDX4x",2020-06-20 19:27:14.794378
Senator Chris Van Hollen,"When President Trump talks about “America First” tonight, remember he has sadly kept his promise in one grim respect: under his botched leadership we are the first in the world in COVID-19 deaths.",2020-06-20 19:32:56.661585
Brian Schatz,“Slow the testing down” is a really terrible thing to say.,2020-06-20 19:33:10.025697
Brian Schatz,These stories are boring.,2020-06-20 19:41:40.594184
Michael Bennet,There is much work ahead in the fight for justice—work Colorado is leading because of Democrats across our state. Thanks for putting together another great event @coloradodems! #copolitics,2020-06-20 19:42:22.477613
Brian Schatz,This particular story is a super awkward window into his tiny little soul.,2020-06-20 19:44:11.534809
Sheldon Whitehouse,"The plot thickens, as the Trump hand seems to emerge from the Barr glove. I hope the US Attorney doesn’t go quietly; there are some legal questions worth testing about judge-appointed US Attorneys, as well as getting to the bottom of this “drug deal.”",2020-06-20 19:46:26.070673
Brian Schatz,Something about a ramp I think.,2020-06-20 19:47:08.305684
Tina Smith,"In 2018, the youth behind @GGBakeryMpls raised over $200,000 for a new kitchen to help serve their community. Since then, they’ve continued to grow their own fresh produce and bake vegetable-based desserts for the Minneapolis community. https://t.co/kFap8RmQgT",2020-06-20 19:47:13.966343
Brian Schatz,I am also able to drink water with one hand. Please clap.,2020-06-20 19:50:26.219298
Mark Warner,"119,000 people are dead, and the President doesn’t care how many more people get sick, as long he doesn’t have to take responsibility for it.",2020-06-20 20:22:53.168459
Senator Dianne Feinstein,Read my statement on the administration’s efforts to remove an appointed US Attorney from his position. https://t.co/BXq3B37lzW,2020-06-20 20:36:33.987841
