user_name,status,datetime
Ted Cruz,The modern Left:  they cancel Gone With the Wind...and then burn Atlanta.,2020-06-14 21:29:55.408367
Ted Cruz,I see the same thing in Congress.,2020-06-14 23:40:00.089555
Ted Cruz,Listen Hellboy. You talk good game when you’ve got Hollywood makeup &amp; stuntmen. But I’ll bet $10k—to the nonpolitical charity of your choice—that you couldn’t last 5 min in the wrestling ring w/ @Jim_Jordan w/o getting pinned. You up for it?  Or does your publicist say too risky?,2020-06-14 23:48:07.559630
Ted Cruz,"Excellent. US Congress should do the same. 

The Senate has already passed the Cruz-Kaine resolution explicitly condemning anti-semitism (something the House sadly failed to do) and BDS specifically. It passed 100 to nothing. Every D and every R.

Nancy, ball’s in your court.",2020-06-15 00:03:04.534398
Ted Cruz,Remind me again why DeBlasio is threatening jail time for anyone attending church or synagogue?,2020-06-15 00:04:54.207345
Ted Cruz,Wait till they bring out the guillotines.,2020-06-15 00:06:39.831875
Ted Cruz,Uhhh...take a look at Brooklyn.,2020-06-15 00:07:58.785274
Ted Cruz,"Now this seems worthwhile: replace statue of Nathan Bedford Forrest—former delegate to 1860 Democrat National Convention, vicious slave trader &amp; the founder of the KKK—with the great Dolly Parton. A win-win!",2020-06-15 00:15:31.256655
Ted Cruz,Sounds fishy to me.,2020-06-15 00:32:31.580436
Ted Cruz,"I get it, you’re rich. But, apparently, soft. You sure seem scared to wrestle Jordan (whom you keep insulting). 

Can’t take the heat?  Need to get a manicure?",2020-06-15 06:47:54.295369
Marco Rubio,"During the economic shutdown 41% of black owned businesses got wiped out according a new analysis. 

If this isn’t addressed it will create yet another unacceptable racial disparity. 

Our next phase of #PPP will target this &amp; other related problems.  https://t.co/sXCWG9Z5IX",2020-06-15 06:57:42.808318
Josh Hawley,"“Our help is in the name of the Lord, who made heaven and earth!” Psalm 124:8",2020-06-15 07:00:46.954761
Marco Rubio,"“You have heard that it was said,‘You shall love your neighbor &amp; hate your enemy.’ But I say to you,love your enemies,&amp; pray for those who persecute you...For if you love those who love you, what recompense will you have? Do not the tax collectors do the same?”
Matthew 5:43-46",2020-06-15 07:06:40.273284
Team Cornyn,"Grateful for the work of our @CBP, who prevented almost $1 million in cocaine from coming into our state. 
https://t.co/zBRj7VggwA",2020-06-15 08:34:05.890156
Joni Ernst,"I joined @SenJohnThune &amp; @SenStabenow in urging @USDA to provide more flexibility for #Iowa farmers &amp; eliminate the penalties for grazing, haying, or chopping cover crops as long as the activities are outside of the primary nesting season. Learn more: https://t.co/USLyf41Tzz",2020-06-15 08:55:55.228235
Tom Cotton,The Natural State turns 184 today. Happy birthday Arkansas! https://t.co/GrLZ9tTgvR,2020-06-15 09:18:31.662915
Shelley Moore Capito,"#PPP has saved thousands of #WV businesses, but the last thing #smallbiz owners need to worry about is @SBAgov paperwork. I joined w/ @SenatorRounds to request that the loan forgiveness application for loans under $250K to be no longer than ONE page. More: https://t.co/qm9FSDsljE https://t.co/lamwKHGG8B",2020-06-15 09:22:42.362508
Ted Cruz,"Sadly, your Mayor, Governor, State Legislature &amp; both Senators are all Democrat. (Just like Minneapolis.)

They won’t do their job:  they value woke virtue signaling more than actually protecting the lives &amp; safety of their citizens.

Come to Texas!",2020-06-15 09:28:20.542525
Ted Cruz,Those aren’t the facts they’re looking for.,2020-06-15 09:30:23.423037
Senator Mike Rounds,"Companion legislation to our New Markets for State-Inspected Meat and Poultry Act was recently introduced by @RepLizCheney in the House of Representatives.
https://t.co/xo3BsazGS3",2020-06-15 09:36:34.315421
Senator Roger Wicker,"The senseless killing of George Floyd has provoked grief and legitimate anger across our nation. 

It has also served as a reminder that there is still more work to be done to secure justice and equal treatment for every American. 

#WickerReport https://t.co/y72fzrG2MR",2020-06-15 09:47:02.288518
Marco Rubio,"We lost 22% of #smallbusiness during shutdown

But was 41% for black &amp; 32% for hispanic owned business

Industry distribution partially explains

Will see increased inequities &amp; stubborn unemployment &amp; recession if we don’t address this disparity in next phase of #smallbiz aid",2020-06-15 09:53:24.848285
Cory Gardner,"Our country faces some big challenges right now. Our public lands include reminders that we have faced big challenges before, and overcome them to reach new heights together. https://t.co/2GfKSVSpqp",2020-06-15 09:57:22.530039
Sen. Marsha Blackburn,The hypocrisy from Big Tech has reached a new peak. The same company now refusing to sell AI technology to US law enforcement had no issue assisting Communist China in creating an extensive surveillance state to track and detain ethnic minorities.,2020-06-15 10:04:29.129623
Steve Daines,"It's time to unite, preserve, and protect our public lands! https://t.co/KPBMv4Gfea",2020-06-15 10:20:10.655874
Joni Ernst,"Plant closures &amp; reduced flocks remain a growing threat to our turkey growers, &amp; food supply chain.
 
@ChuckGrassley, @IAGovernor, @IADeptAg Sec. Naig &amp; I are urging @USDA to provide assistance, thru the Coronavirus Food Assistance Program, to our state's turkey producers. https://t.co/7SUcqlD40e",2020-06-15 10:21:38.760259
Shelley Moore Capito,"“By hindering the spread of the disease &amp; allowing for businesses to remain open, following the guidelines will aid our economic recovery as well.” Read more about continuing to follow public health guidelines as we reopen in my op-ed for @WVNews247: https://t.co/317cVyN9Op",2020-06-15 10:25:45.492465
Senator Mike Crapo,"The @WhiteHouse is encouraging submissions from students in grades 3-12, and will select one artwork to be included in the exhibit from each of the 50 states, D.C., and U.S. Territories. Entries must be received by July 6, 2020 at 5:00 p.m. ET. https://t.co/dflyk45uGR",2020-06-15 10:33:24.939834
Senator Roger Wicker,Today is the last day to submit public comments to @USACEHQ on the latest proposal to advance the Yazoo Backwater Pump project. @WLBT has the story. https://t.co/qN3BjVUmau,2020-06-15 10:35:25.143668
Thom Tillis,"I’m working to hold China accountable for their malicious actions. Read more about my efforts here -&gt; 

https://t.co/NVbQ8H8wVg",2020-06-15 10:54:38.846944
Marco Rubio,"“I have decided to stick to love...Hate is too great a burden to bear.” 

Dr. Martin Luther King 
16 August, 1967 

(Photo Credit: Dylan Martin/Reuters) https://t.co/0fNfgOYbHy",2020-06-15 11:00:13.244807
Shelley Moore Capito,"HUGE WIN for WV! The decision today is welcome news for American families, jobs, security, &amp; energy economy. WV is energy rich, &amp; we should make it easier to use energy resources produced right here at home to meet demand across the U.S. My full statement: https://t.co/anZhBKd4qc",2020-06-15 11:09:44.689088
Lindsey Graham,"Wishing @RepTomRice, his wife Wrenzie, and son Lucas a speedy recovery from COVID19. A great family doing a great job for South Carolina.",2020-06-15 11:21:47.753944
Sen. Marsha Blackburn,This business of defunding the police and mob rule is just plain foolishness. https://t.co/0KeNHr8o0d,2020-06-15 11:24:12.916127
Senator Kelly Loeffler,"Now more than ever, we need to focus on solutions that enhance the trust &amp; respect between law enforcement &amp; communities they serve.
 
Our law enforcement deserve the respect &amp; resources they need to do their job effectively…",2020-06-15 11:29:35.605081
Joni Ernst,"June is #TurkeyLoversMonth! Iowa ranks 7th in U.S. turkey production, raising approximately 12 million birds a year, &amp; the industry employs or supports over 38,000 jobs in our state. 🦃 🦃",2020-06-15 11:29:38.272040
Jim Risch,"The #PaycheckProtectionProgram has provided a lifeline to small businesses across Idaho during #COVID19. On Friday, @MikeCrapo and I asked @USTreasury &amp; @SBAgov to simplify the PPP loan forgiveness application.
https://t.co/0Has32BuSV",2020-06-15 11:29:56.498895
Tom Cotton,Advance copy of text: How to cover up a pandemic,2020-06-15 11:42:40.312048
Sen. Marsha Blackburn,Thank you @FLOTUS for ensuring our next generation of female leaders knows the history that lead to their right to vote today. https://t.co/nUbApUF1Bk,2020-06-15 14:43:41.731848
Senator John Thune,Great initiative by @FLOTUS to get America’s youth involved in the centennial celebration of women getting their right to vote. I encourage South Dakota’s talented students to submit artwork! Link to submit here: https://t.co/N8WND5c1l6,2020-06-15 14:53:48.268711
Tom Cotton,"Kyle Hauptman has been my trusted economic advisor since 2017. I congratulate Kyle and commend President Trump on the nomination. 

I regret to see Kyle go, but I know he will serve our country with distinction in this important role. 

https://t.co/2ZjMoeoqZQ",2020-06-15 14:55:32.801944
Ted Cruz,"True.

Although that’s not how Planned Parenthood usually markets themselves.",2020-06-15 15:00:27.925422
Leader McConnell,"Public lands preserve our nation’s beauty, provide recreation for American families, and help their local economies prosper. I am proud the Senate is going to pass historic legislation this week to make sure our National Parks and other lands have the permanent support they need. https://t.co/r3dN3lYMN0",2020-06-15 15:05:44.529106
Joni Ernst,"Iowa taxpayers won a battle in the ‘War on Waste’ in this year’s defense bill. Through my efforts, we’ve made spending more transparent, curbed needless duplication, &amp; we’re holding accountable, not rewarding, bad behavior and questionable actions by DoD. https://t.co/jxkREnfmd6",2020-06-15 15:13:17.289527
Senator John Thune,I look forward to carefully reviewing @SenatorTimScott’s #PoliceReform proposal. He’s approaching this effort with a sincere desire to get results – and that means including elements that have support on both sides of the aisle.,2020-06-15 15:23:20.639713
John Kennedy,"How many of these science spies are on U.S. campuses?

CONFUCIUS Act, anyone?

https://t.co/rdIX55zsm9",2020-06-15 15:27:27.116784
Mike Lee,I disagree with the Court’s decision today for the same reasons outlined by Justice Alito. https://t.co/wwuf2XYB7E,2020-06-15 15:30:33.184884
Team Cornyn,"ICYMI: Sen. Cornyn, Mayor Johnson and other Dallas officials came together last Friday to discuss police reform.

https://t.co/iMtI0aivYb",2020-06-15 15:31:46.818474
Sen. Jim Inhofe,"Economists predicted the U.S. would lose 8 million jobs last month due to the COVID-19 pandemic. 

Instead, we…

✔️ADDED 2.5 million jobs in May
✔️Distributed over $500 billion in small business loans via PPP
✔️Sent 159 million Americans Economic Impact Payments",2020-06-15 15:44:23.511669
Martha McSally,Our Great American Outdoors Act will restore our beautiful AZ national parks and public lands so Arizonans and visitors from around the world can enjoy them for generations to come.,2020-06-15 15:45:35.088168
Rob Portman,"This is a stunning development that underscores the extent to which China and other adversaries have infiltrated our research enterprise. 
 
I'll be introducing legislation this wk to stop their rampant theft of our taxpayer funded research &amp; IP.  https://t.co/FHYBBBgTpG",2020-06-15 15:46:35.547293
ChuckGrassley,One of the necessary steps for a bountiful corn crop is application of liquid nitrogen bc corn is a gr8 consumer of nitrogen unlike soybeans that add nitrogen into the soil #cornwatch https://t.co/YM2GEyqMcv,2020-06-15 15:49:01.023425
Martha McSally,"I introduced a resolution today recognizing July 22, 2020 as Glioblastoma Awareness Day. This deadly disease has taken the lives of far too many, including Arizona's own Senator John McCain, &amp; I'm committed to delivering hope to the patients courageously battling this disease.",2020-06-15 15:52:26.674761
"Bill Cassidy, M.D.",Coastal resilience and storm mitigation are real issues facing Louisiana families. I am fighting to protect our coastal cities and bring resources to rebuild our coast. https://t.co/T6jhvkeulI,2020-06-15 16:19:36.500330
